ESSAY_ID,BODY_PARA_NUM,ABLATED_ESSAY,ORIGINAL_ESSAY,SENTENCE_CHANGE,COHERENCE_TOPIC_SENTENCE_ERROR_ADDED,COHERENCE_LINGUISTIC_ERROR_ADDED,COHERENCE_PRONOUN_ERROR_ADDED,CITATION_ERROR_ADDED,GRAMMAR_ERROR_ADDED,WORDS_SIMPLIFIED
006,1,"Researchers said that among bad treatment children, participation in school clubs help them graduate by 2.54 times.","Lemkin et al. (2018) found that among maltreated youth, participation in school clubs was associated with 2.54 times the odds of graduating.",Correspond,0,0,0,1,1,1
006,1,This means that students can graduate even if they have a bad time.,This finding does not mean every club guarantees success.,Correspond,0,0,0,0,0,1
006,1,But I am worried if I will graduate.,,New,1,1,1,0,0,0
006,1,It suggests that school clubs can make a connection with school strong for poor students.,"However, it does suggest that school clubs can strengthen attachment to school, especially for students who might otherwise drift away from it.",Correspond,0,1,0,0,0,1
006,2,"In addition, the benefits of club activities are social and emotional.","In addition, the strongest benefits of club activities appear to be social and emotional rather than purely academic.",Correspond,0,0,0,0,0,1
006,2,Many people think that if they join several activities will improve my grades.,"Many people assume that joining several activities will naturally improve grades, but the evidence is more limited than that belief suggests.",Correspond,0,0,1,0,1,1
006,2,O'Flaherty et al. (2022) researched club activities.,O'Flaherty et al. (2022) examined extracurricular participation with a fixed-effects approach designed to reduce hidden bias.,Correspond,0,0,0,0,0,1
006,2,He found that the positive effects became smaller than people think.,"They found that the positive effects became smaller after stricter analysis, and academic effects were minimal.",Correspond,0,0,1,0,0,1
006,2,"Sports clubs still has beneficial effects for mental health, while art clubs had better interaction between people.","Even so, sports still showed beneficial effects for mental health, while arts participation remained linked to better peer-group characteristics.",Correspond,0,0,0,0,1,1
006,2,"So, club activities are cannot replace academic work.","Therefore, club activities should not be defended mainly as an academic shortcut.",Correspond,0,1,0,0,1,1
006,2,And I think club activities are more important for friends.,,New,1,1,1,0,0,0
006,2,The benefit of clubs lies in helping students build confidence and make good friends.,"Their stronger value lies in helping students develop confidence, healthier peer environments, and a more positive school experience.",Correspond,0,0,0,0,0,1
006,3,"But sometimes, club activities don't give benefit because students can have too much work.","However, club activities are not beneficial in every form, because too many commitments can create new problems.",Correspond,0,0,0,0,1,1
006,3,"Owens and Weiss (2017) said young people don't get enough sleep because of club activities, lots of homework and go to school early.","Owens and Weiss (2017) identified extracurricular activities as one factor that can contribute to insufficient sleep in adolescents, along with heavy homework and early school start times.",Correspond,0,0,0,1,1,1
006,3,Lack of sleep can damage attention.,"Lack of sleep can harm attention, mood, and school performance, which weakens the very benefits clubs are supposed to support.",Split,0,0,0,0,0,1
006,3,It weakens the benefits of clubs.,"Lack of sleep can harm attention, mood, and school performance, which weakens the very benefits clubs are supposed to support.",Split,0,0,1,0,0,1
006,3,,"Furthermore, the kind of activity also matters.",Removed,0,0,0,0,0,0
006,3,"Fagan et al. (2022) found that non-competitive school sport stop drug use, but other sport was not clear.","Fagan et al. (2022) found that non-competitive school sport reduced some substance-use risks, but other forms of sport showed mixed patterns, and school connectedness shaped the results.",Correspond,0,1,0,0,1,1
006,3,Schools should not judge success by the number of activities alone.,"For this reason, schools should not judge success by the number of activities alone.",Correspond,0,1,0,0,0,0
006,3,"Instead, they should focus on whether clubs are meaningful, balanced, and connected to student well-being.","Instead, they should focus on whether clubs are meaningful, balanced, and connected to student well-being.",Correspond,0,0,0,0,0,0
006,ref,"Fagan, M. J., Duncan, M. J., Bedi, R. P., Puterman, E., Leatherdale, S. T., & Faulkner, G. (2022). Physical activity and substance use among Canadian adolescents: Examining the moderating role of school connectedness. *Frontiers in Public Health, 10*, Article 889987. https://doi.org/10.3389/fpubh.2022.889987","Fagan, M. J., Duncan, M. J., Bedi, R. P., Puterman, E., Leatherdale, S. T., & Faulkner, G. (2022). Physical activity and substance use among Canadian adolescents: Examining the moderating role of school connectedness. *Frontiers in Public Health, 10*, Article 889987. https://doi.org/10.3389/fpubh.2022.889987",Correspond,0,0,0,0,0,0
006,ref,"Lemkin, A., Kistin, C. J., Cabral, H. J., Aschengrau, A., & Bair-Merritt, M. (2018). School connectedness and high school graduation among maltreated youth. *Child Abuse & Neglect, 75*, 130-138. https://doi.org/10.1016/j.chiabu.2017.04.023","Lemkin, A., Kistin, C. J., Cabral, H. J., Aschengrau, A., & Bair-Merritt, M. (2018). School connectedness and high school graduation among maltreated youth. *Child Abuse & Neglect, 75*, 130-138. https://doi.org/10.1016/j.chiabu.2017.04.023",Correspond,0,0,0,0,0,0
006,ref,,"O'Flaherty, M., Baxter, J., & Campbell, A. (2022). Do extracurricular activities contribute to better adolescent outcomes? A fixed-effects panel data approach. *Journal of Adolescence, 94*(6), 855-866. https://doi.org/10.1002/jad.12069",Removed,0,0,0,1,0,0
006,ref,,"Owens, J. A., & Weiss, M. R. (2017). Insufficient sleep in adolescents: Causes and consequences. *Minerva Pediatrica, 69*(4), 326-336. https://doi.org/10.23736/S0026-4946.17.04914-3",Removed,0,0,0,1,0,0
006,ref,,"Wikipedia contributors. (2025, March 31). *Extracurricular activity*. In *Wikipedia*. https://en.wikipedia.org/wiki/Extracurricular_activity",Removed,0,0,0,1,0,0
007,1,Convenience stores are important because they are close to the place people live.,Convenience stores play an important role because they are physically close to where people live and travel.,Correspond,0,0,0,0,0,1
007,1,"The U.S. Department of Agriculture's Economic Research Service explains that its Food Access Research Atlas measures how easy low-income people can reach supermarkets (U.S. Department of Agriculture, Economic Research Service [USDA ERS], 2025).","The U.S. Department of Agriculture's Economic Research Service explains that its Food Access Research Atlas measures supermarket accessibility and low-income, low-access census tracts across the United States (U.S. Department of Agriculture, Economic Research Service [USDA ERS], 2025).",Correspond,0,0,0,0,0,1
007,1,This big concern about distance can help explain why small neighborhood stores are important.,This broader concern about distance helps explain why small neighborhood stores remain significant.,Correspond,0,0,0,0,0,1
007,1,"About 14% of SNAP benefits in 2024 were spent at convenience stores, which are easier to reach.","According to an Associated Press report, about 14% of SNAP benefits in 2024 were spent at smaller grocery and convenience stores, which are often easier for beneficiaries to reach than large superstores (Durbin, 2025).",Correspond,0,0,0,1,0,1
007,1,"Convenience stores reduce the time and transport barriers that can make regular shopping difficult for working families, older adults, and residents of food deserts.","Therefore, convenience stores reduce the time and transportation barriers that can make regular shopping difficult for working families, older adults, and residents of food deserts.",Correspond,0,1,0,0,0,1
007,2,"Convenience stores are also important because they can make neighborhood economies strong and give important services, not just snacks.",Convenience stores also matter because they can strengthen neighborhood economies and offer practical services beyond snacks.,Correspond,0,0,0,0,0,1
007,2,Durbin (2025) reports that conveniece stores lose sales when SNAP benefits were delayed.,"Durbin (2025) reports that small grocers and convenience stores felt an immediate sales decline when SNAP benefits were delayed, showing that these stores are closely tied to local household spending.",Split,0,0,0,0,1,1
007,2,This shows that these stores are related with local household spending.,"Durbin (2025) reports that small grocers and convenience stores felt an immediate sales decline when SNAP benefits were delayed, showing that these stores are closely tied to local household spending.",Split,0,0,0,0,1,1
007,2,The same article describes Kansas City convenience stores.,"The same article describes Kansas City convenience stores that stocked produce through a nonprofit partnership, suggesting that some stores are adapting to community needs instead of relying only on junk food sales.",Split,0,0,0,0,0,1
007,2,"It stocked goods from a nonprofit partnership, which means that some stores change to meet community needs and don't rely only on junk food sales.","The same article describes Kansas City convenience stores that stocked produce through a nonprofit partnership, suggesting that some stores are adapting to community needs instead of relying only on junk food sales.",Split,0,0,0,0,1,1
007,2,"Small stores are open later than supermarkets and we can get milk, bread, fruit, or cooked food late at night.","In addition, small stores often stay open later than supermarkets and provide quick access to milk, bread, fruit, or prepared food during irregular work hours.",Correspond,0,1,1,0,0,1
007,2,A late-night worker can use a convenience store when big supermarkets are closed.,"For example, a late-night shift worker may depend on a nearby convenience store when larger retailers are closed.",Correspond,0,1,0,0,0,1
007,2,So convenience stores are important for daily life.,These functions help explain why such stores remain woven into daily neighborhood life.,Correspond,0,0,0,0,0,1
007,3,"However, convenience stores have important disadvantages.","However, convenience stores have serious limitations that should not be ignored.",Correspond,0,0,0,0,0,1
007,3,Research on rural food environments found that grocery stores were better than convenience stores for getting healthy food.,"Research on rural food environments found that grocery stores scored much higher than convenience stores on measures of healthy food availability, with grocery stores averaging far stronger nutrition environment scores than convenience stores (McCormack et al., 2021).",Correspond,0,0,0,1,0,1
007,3,"Supermarkets have more stronger nutritious food than convenience stores (McCormack et al., 2021).","Research on rural food environments found that grocery stores scored much higher than convenience stores on measures of healthy food availability, with grocery stores averaging far stronger nutrition environment scores than convenience stores (McCormack et al., 2021).",Correspond,0,0,0,0,1,1
007,3,"So people can reach convenience stores easily, but it does not always have healthy food.","This finding supports a common criticism: convenience stores may offer access, but access alone does not guarantee healthy choices.",Correspond,0,0,1,0,1,1
007,3,It is important to have healthy food to raise a young children.,"When shelves are dominated by processed foods, customers may face a limited range of affordable nutritious items.",Correspond,1,0,0,0,1,1
007,3,"So, I think that communities that use convenience stores have bad diets.","As a result, communities that depend too heavily on convenience stores may still experience poor diet quality.",Correspond,0,1,1,0,0,1
007,3,"Convenience stores can help reduce distance barriers, but they do not help people have a good diet.","Convenience stores can help reduce distance barriers, yet they cannot fully solve the larger structural problem of unequal access to full-service grocery stores.",Correspond,0,0,0,0,0,1
007,ref,"McCormack, L. A., Meendering, J. R., Burdette, L., Prosch, N., Moore, L., & Stluka, S. (2021). Quantifying the food and physical activity environments in rural, high obesity communities. *International Journal of Environmental Research and Public Health, 18*(24), 13344. https://doi.org/10.3390/ijerph182413344","McCormack, L. A., Meendering, J. R., Burdette, L., Prosch, N., Moore, L., & Stluka, S. (2021). Quantifying the food and physical activity environments in rural, high obesity communities. *International Journal of Environmental Research and Public Health, 18*(24), 13344. https://doi.org/10.3390/ijerph182413344",Correspond,0,0,0,0,0,0
007,ref,,"Durbin, D.-A. (2025, November 12). *Small grocers and convenience stores feel an impact as customers go without SNAP benefits*. AP News. https://apnews.com/article/snap-food-benefits-groceries-stores-shutdown-e52af573b4b29beae9cb193892998b0c",Removed,0,0,0,1,0,0
007,ref,"U.S. Department of Agriculture, Economic Research Service. (2025, September 23). *Food Access Research Atlas*. https://www.ers.usda.gov/data-products/food-access-research-atlas/","U.S. Department of Agriculture, Economic Research Service. (2025, September 23). *Food Access Research Atlas*. https://www.ers.usda.gov/data-products/food-access-research-atlas/",Correspond,0,0,0,0,0,0
008,1,Anime and manga now function as a useful international business as well as an art form.,Anime and manga now function as a serious international business as well as an art form.,Correspond,0,0,0,0,0,1
008,1,"The *Financial Times* showed that the global anime market reached 3.4 trillion yen in 2023, and more than half of anime revenue came from outside Japan (Financial Times, 2025).","The *Financial Times* reports that the global anime market reached a record 3.4 trillion yen in 2023, and more than half of anime revenue came from outside Japan (Financial Times, 2025).",Correspond,0,0,0,0,0,1
008,1,"That figure showed that anime is part of the global entertainment economy, not a small domestic product.","That figure shows that anime is part of the global entertainment economy, not a small domestic product.",Correspond,0,0,0,0,0,0
008,1,"Matt Alt (2025) showed that popular manga series are licensed for animation and then streamed internationally, creating a cycle in which books promote shows and shows promote books.","In addition, Matt Alt (2025) explains that popular manga series are frequently licensed for animation and then streamed internationally, creating a cycle in which books promote shows and shows promote books.",Correspond,0,1,0,0,0,1
008,1,This relationship showed why comics and shows such as *Naruto* and *Demon Slayer* are international.,This relationship helps explain why franchises such as *Naruto* and *Demon Slayer* travel so effectively across borders.,Correspond,0,0,0,0,0,1
008,1,"Therefore, anime and manga succeed not only because of artistic appeal but also because they reinforce each other commercially.","Therefore, anime and manga succeed not only because of artistic appeal but also because they reinforce each other commercially.",Correspond,0,0,0,0,0,0
008,2,Anime and manga also create cultural connections.,Anime and manga also create cultural connections that go beyond sales numbers.,Correspond,0,0,0,0,0,1
008,2,"According to the Anime Tourism Association, its mission is to organize ""Japanese Anime 88-Spots"" and connect local regions, companies, and content holders in order to welcome tourists and encourage new economic growth (Anime Tourism Association, n.d.).","According to the Anime Tourism Association, its mission is to organize ""Japanese Anime 88-Spots"" and connect local regions, companies, and content holders in order to welcome tourists and encourage new economic growth (Anime Tourism Association, n.d.).",Correspond,0,0,0,0,0,0
008,2,"Also, anime can foster connections between people in a local area because people from the local area can sometimes come from different cultures and make Japanese anime more popular around the world.",,New,0,0,0,0,1,0
008,2,This goal shows how fictional stories can change the local area in a good way.,This goal shows how fictional stories can reshape real places.,Correspond,0,0,0,0,0,1
008,2,"Fans often want to visit the landscapes, shrines, train stations, or neighborhoods where an anime series was based on.","Fans often want to visit the landscapes, shrines, train stations, or neighborhoods associated with a series.",Correspond,0,0,0,0,0,1
008,2,"In addition, this tourism introduces international visitors to local Japanese communities that might otherwise receive less attention.","In addition, this tourism introduces international visitors to local Japanese communities that might otherwise receive less attention.",Correspond,0,0,0,0,0,0
008,2,"As a result, anime and manga can act as bridges between media consumption and regional development.","As a result, anime and manga can act as bridges between media consumption and regional development.",Correspond,0,0,0,0,0,0
008,3,"However, the success of anime and manga brings serious costs.","However, the success of anime and manga brings serious costs that should not be ignored.",Correspond,0,0,0,0,0,1
008,3,"Alt (2025) describes the world of *Weekly Shonen Jump* as one of relentless deadlines, intense reader rankings, and heavy physical and mental pressure on creators.","Alt (2025) describes the world of *Weekly Shonen Jump* as one of relentless deadlines, intense reader rankings, and heavy physical and mental pressure on creators.",Correspond,0,0,0,0,0,0
008,3,"He notes that serialized artists can feel trapped in a constant cycle of ""next, next, next,"" and that health concerns have pushed the industry to create more support systems.","He notes that serialized artists can feel trapped in a constant cycle of ""next, next, next,"" and that health concerns have pushed the industry to create more support systems.",Correspond,0,0,0,0,0,0
008,3,This evidence suggests that global demand may reward speed and dependable franchises more than experimentation.,This evidence suggests that global demand may reward speed and dependable franchises more than experimentation.,Correspond,0,0,0,0,0,0
008,3,This means that maybe the original idea of anime is getting lost.,,New,0,0,0,0,0,1
008,3,Like some people can't create new things.,,New,0,1,0,0,1,1
008,3,"In the same article, Alt argues that reader surveys and franchise logic can encourage sameness in content, even while they produce major hits.","In the same article, Alt argues that reader surveys and franchise logic can encourage sameness in content, even while they produce major hits.",Correspond,0,0,0,0,0,0
008,3,"However effective this system may be in business terms, it risks exhausting artists and narrowing the range of stories that reach audiences.","However effective this system may be in business terms, it risks exhausting artists and narrowing the range of stories that reach audiences.",Correspond,0,0,0,0,0,0
008,ref,,"Alt, M. (2025, August 25). *How Weekly Shonen Jump became the world's most popular manga factory*. *The New Yorker*. https://www.newyorker.com/magazine/2025/09/01/how-weekly-shonen-jump-became-the-worlds-most-popular-manga-factory",Removed,0,0,0,1,0,0
008,ref,Anime Tourism Association. (n.d.). *Anime tourism association overview*. https://animetourism88.com/en/about-en/animetourismassociation-en/,Anime Tourism Association. (n.d.). *Anime tourism association overview*. https://animetourism88.com/en/about-en/animetourismassociation-en/,Correspond,0,0,0,0,0,0
008,ref,"Financial Times. (2025, June 5). *Sony turns anime from fandom to financials*. https://www.ft.com/content/a04b279a-ea19-4982-b2e5-f7f4630859cb","Financial Times. (2025, June 5). *Sony turns anime from fandom to financials*. https://www.ft.com/content/a04b279a-ea19-4982-b2e5-f7f4630859cb",Correspond,0,0,0,0,0,0
009,1,Video games can help brain development.,Video games may support some forms of cognitive development.,Correspond,,,,,,
009,1,"Mayer (2022) reports on a JAMA Network Open study of more than 2,200 children ages only nine and ten and he found that children who played video games had stronger performance on memory tests.","Mayer (2022) reports on a JAMA Network Open study of more than 2,200 children ages nine and ten that found stronger performance on tests of impulse control and short-term memory among children who played video games for three or more hours per day.",Correspond,,,,,,
009,1,So I think that playing games can be good for children.,,New,,,,,,
009,1,,The same report notes that brain imaging showed greater activity in regions associated with attention and memory.,Removed,,,,,,
009,1,"This information does not prove that video games caused brain development (Mayer, 2022).","These findings do not prove that video games directly caused better cognitive performance, and the article itself warns against drawing that conclusion too quickly (Mayer, 2022).",Correspond,,,,,,
009,1,"So, the results still suggest that games can involve problem solving rather than passive screen use.","However, the results still suggest that games can involve concentration, fast decision-making, and problem-solving rather than passive screen use alone.",Correspond,,,,,,
009,2,Video games can also make social connection stronger among teenagers.,"Video games can also strengthen social connection, especially among teenagers.",Correspond,,,,,,
009,2,"56% of U.S. teenagers say games help their problem-solving skills, 47% say games help them build friendships, and 41% say games make it easier to work with other people.","According to Fitzpatrick (2024), 56% of U.S. teens say games help their problem-solving skills, 47% say games help them build friendships, and 41% say games make it easier to work with others.",Correspond,,,,,,
009,2,"In addition, Lenhart (2015) found that 78% of teenagers felt more connected to people they already knew when they played online together.","In addition, Lenhart (2015) found that 78% of teen online gamers felt more connected to friends they already knew when they played online together.",Correspond,,,,,,
009,2,"So, this evidence is important because it means that gaming is not always by yourself.",This evidence matters because it challenges the stereotype that gaming is always solitary.,Correspond,,,,,,
009,2,Many games must have cooperation and regular communication.,"Many games require cooperation, shared goals, and regular communication.",Correspond,,,,,,
009,2,Communication is important for teenagers when they are growing up.,,New,,,,,,
009,2,Multiplayer games ask players to plan strategies and divide tasks.,"For example, multiplayer games often ask players to plan strategies, divide tasks, and respond to each other quickly.",Correspond,,,,,,
009,2,So gaming can be a real social space and not only an escape from social life.,"As a result, gaming can function as a real social space rather than only as an escape from social life.",Correspond,,,,,,
009,3,"However, we have to have a good balance of gaming.","However, the positive case for video games becomes weaker when gaming loses balance.",Correspond,,,,,,
009,3,"41% of teenagers say games have damaged the amount they sleep, and 43% said about harassment from other people.","Fitzpatrick (2024) notes that 41% of teens say games have harmed the amount they sleep, and 43% report harassment from other gamers.",Correspond,,,,,,
009,3,These findings show that the gaming can cause problems even if people enjoy benefits.,These findings show that the gaming environment can produce real problems even when many players enjoy benefits from it.,Correspond,,,,,,
009,3,I think we must be careful of the big problems because of the games.,,New,,,,,,
009,3,The World Health Organization (n.d.) also recognizes sometimes people continue to play games even if it has negative effects on them.,"The World Health Organization (n.d.) also recognizes gaming disorder as a pattern of impaired control, increasing priority given to gaming over other activities, and continued play despite negative consequences.",Correspond,,,,,,
009,3,The WHO adds that this problem affects only a small proportion of gamers.,"At the same time, the WHO adds that this disorder affects only a small proportion of gamers.",Correspond,,,,,,
009,3,"So, the main lesson is not that video games are only dangerous, but playing too much can become damage when it stops people to rest, study, or make good friends.","Therefore, the main lesson is not that video games are inherently dangerous, but that excessive play can become harmful when it replaces rest, study, or healthy relationships.",Correspond,,,,,,
009,ref,"Fitzpatrick, A. (2024, May 9). *Friendships, problem-solving: How video games are helping U.S. teens*. Axios. https://www.axios.com/2024/05/09/video-games-benefits-teens-mental-health-friendships","Fitzpatrick, A. (2024, May 9). *Friendships, problem-solving: How video games are helping U.S. teens*. Axios. https://www.axios.com/2024/05/09/video-games-benefits-teens-mental-health-friendships",Correspond,,,,,,
009,ref,,"Lenhart, A. (2015, August 6). *Teens, technology and friendships*. Pew Research Center. https://www.pewresearch.org/internet/2015/08/06/teens-technology-and-friendships/",Removed,,,,,,
009,ref,"Mayer, B. A. (2022, October 27). *Study shows video games can offer benefits to kids' brains*. Parents. https://www.parents.com/study-shows-video-games-can-offer-benefits-to-kids-brains-6822498","Mayer, B. A. (2022, October 27). *Study shows video games can offer benefits to kids' brains*. Parents. https://www.parents.com/study-shows-video-games-can-offer-benefits-to-kids-brains-6822498",Correspond,,,,,,
009,ref,World Health Organization. (n.d.). *Gaming disorder*. https://www.who.int/standards/classifications/frequently-asked-questions/gaming-disorder,World Health Organization. (n.d.). *Gaming disorder*. https://www.who.int/standards/classifications/frequently-asked-questions/gaming-disorder,Correspond,,,,,,
010,1,Music festivals are important because they help build community.,Music festivals matter because they create forms of community that ordinary concerts do not always provide.,Correspond,0,0,0,0,0,1
010,1,"In New Zealand, Henry Oliver (2026) describes festivals as a cultural rite of passage.","In New Zealand, Henry Oliver (2026) describes festivals as a cultural rite of passage and notes that they have long served as launch pads for emerging artists.",Split,0,0,0,0,0,0
010,1,He notes that they are also launch pads for new artists.,"In New Zealand, Henry Oliver (2026) describes festivals as a cultural rite of passage and notes that they have long served as launch pads for emerging artists.",Split,0,0,0,0,0,1
010,1,That role matters because festivals do not only show famous performers; they also give small acts a chance to reach a big audience.,That role matters because festivals do not only showcase famous performers; they also give smaller acts a chance to reach larger audiences and become part of a wider music scene.,Correspond,0,0,0,0,0,1
010,1,"Festivals bring together different people together even if they have different ages, neighborhoods, or tastes.","In addition, festivals bring together people who might otherwise remain separated by age, neighborhood, or taste.",Correspond,0,1,0,0,1,1
010,1,"Even when the music is the main thing, the event can still create a feeling of being together with new people.","Even when the music is the main attraction, the event can still create a shared identity around local creativity and collective memory.",Correspond,0,0,0,0,0,1
010,1,"So, the cultural value of festivals is not only in entertainment but also in the networks and opportunities they create.","Therefore, the cultural value of festivals lies not only in entertainment but also in the networks and opportunities they create.",Correspond,0,0,0,0,0,0
010,2,Music festivals also make economic benefits for host cities.,Music festivals also produce measurable economic benefits for host cities and regions.,Correspond,0,0,0,0,1,1
010,2,Treefort Music Fest 2025 supported 128799 jobs.,"According to Crossgrove Fry (2025), Treefort Music Fest 2025 supported 128.799 jobs, generated about $4.7 million in labor income, and produced roughly $15.8 million in output across Idaho.",Split,0,0,0,1,0,0
010,2,"It also made about $4.7 million in labor income, and made roughly $15.8 million across Idaho.","According to Crossgrove Fry (2025), Treefort Music Fest 2025 supported 128.799 jobs, generated about $4.7 million in labor income, and produced roughly $15.8 million in output across Idaho.",Split,0,0,0,0,0,0
010,2,The report said it made about $1.4 million in taxes.,The same report estimates that the festival supported about $1.4 million in tax revenue.,Correspond,0,0,0,0,0,1
010,2,"These figures show that money from festivalds also comes from hotels, restaurants, and transport.","These figures show that festival spending can extend beyond ticket sales to hotels, restaurants, transportation, and other local businesses.",Correspond,0,0,0,0,1,1
010,2,Festivals get attention from leaders who want to make tourism stronger.,"For that reason, festivals often receive attention from civic leaders who want to strengthen tourism and downtown activity.",Correspond,0,0,0,0,0,1
010,2,"So, the argument is stronger when the benefits can reach local workers and businesses.","However, the economic case is strongest when the benefits are broad enough to reach local workers and businesses rather than only large promoters.",Correspond,0,1,0,0,0,1
010,2,"So, festivals that make both the music scene and also the economy stronger has stronger public support.",A festival that strengthens both the music scene and the surrounding economy has a stronger claim to public support.,Correspond,0,0,0,0,1,1
010,3,Music festivals face many problems.,"Music festivals face serious environmental and structural problems, which means their benefits cannot be taken for granted.",Correspond,0,0,0,0,0,1
010,3,"Leah Thomas (2023) shows that even a well-known festival such as Coachella needs many systems for trash, and reducing plastic pollution needs policy changes.","Leah Thomas (2023) shows that even a well-known festival such as Coachella requires extensive systems for trash, recycling, and composting, and that reducing plastic pollution demands deliberate policy changes.",Correspond,0,0,0,0,0,1
010,3,"In addition, Jim Ottewill (2026) reports that festivals discussed in the UK Parliament generate 25,800 tonnes of waste, 22,876 tonnes of CO2, and use 185 million litres of water every year.","In addition, Jim Ottewill (2026) reports that festivals discussed in the UK Parliament generate 25,800 tonnes of waste, 22,876 tonnes of CO2, and use 185 million litres of water annually.",Correspond,0,0,0,0,0,1
010,3,"The same article offers evidence that improvement is possible: Massive Attack's 2024 Act 1.5 event reduced energy-related greenhouse gas emissions by 98 percent and made an 89 percent recycling rate (Ottewill, 2026).","Yet the same article offers evidence that improvement is possible: Massive Attack's 2024 Act 1.5 event reduced energy-related greenhouse gas emissions by 98 percent and achieved an 89 percent recycling rate (Ottewill, 2026).",Correspond,0,1,0,0,1,0
010,3,"Money is also part of the problem, since Oliver (2026) notes that many independent festivals are struggling to survive.","Financial pressure is also part of the problem, since Oliver (2026) notes that many independent festivals are struggling to survive.",Correspond,0,0,0,0,0,1
010,3,"So, festivals should be judged not only by their lineups but also by how seriously organizers address waste, transport, and long-term viability.","Therefore, festivals should be judged not only by their lineups but also by how seriously organizers address waste, transport, and long-term viability.",Correspond,0,0,0,0,0,0
010,ref,"Crossgrove Fry, V. (2025). *The economic impact of Treefort 2025*. Idaho Policy Institute, Boise State University. https://www.boisestate.edu/sps-ipi/wp-content/uploads/sites/125/2025/08/Economic-Impact-of-Treefort-2025.pdf","Crossgrove Fry, V. (2025). *The economic impact of Treefort 2025*. Idaho Policy Institute, Boise State University. https://www.boisestate.edu/sps-ipi/wp-content/uploads/sites/125/2025/08/Economic-Impact-of-Treefort-2025.pdf",Correspond,0,0,0,0,0,0
010,ref,,"Oliver, H. (2026, June 14). *Splore no more: New Zealand’s shrinking festival scene hurts local artists as big acts roll in*. *The Guardian*. https://www.theguardian.com/world/2026/jun/14/new-zealand-music-festivals-struggle-shut-down-splore",Removed,0,0,0,1,0,0
010,ref,"Ottewill, J. (2026, February 2). *“Festivals generate 25,800 tonnes of waste, 22,876 tonnes of CO2 and use 185 million litres of water annually”: How Massive Attack set a new benchmark for the future of sustainable live music events*. *MusicRadar*. https://www.musicradar.com/artists/festivals-generate-25-800-tonnes-of-waste-22-876-tonnes-of-co2-and-use-185-million-litres-of-water-annually-how-massive-attack-set-a-new-benchmark-for-the-future-of-sustainable-live-music-events","Ottewill, J. (2026, February 2). *“Festivals generate 25,800 tonnes of waste, 22,876 tonnes of CO2 and use 185 million litres of water annually”: How Massive Attack set a new benchmark for the future of sustainable live music events*. *MusicRadar*. https://www.musicradar.com/artists/festivals-generate-25-800-tonnes-of-waste-22-876-tonnes-of-co2-and-use-185-million-litres-of-water-annually-how-massive-attack-set-a-new-benchmark-for-the-future-of-sustainable-live-music-events",Correspond,0,0,0,0,0,0
010,ref,"Thomas, L. (2023, April 21). *Can a music festival ever be truly sustainable?* *Vogue*. https://www.vogue.com/article/can-a-music-festival-ever-be-sustainable","Thomas, L. (2023, April 21). *Can a music festival ever be truly sustainable?* *Vogue*. https://www.vogue.com/article/can-a-music-festival-ever-be-sustainable",Correspond,0,0,0,0,0,0
