ESSAY_ID,SECTION_TYPE,ROW_INDEX,SENTENCE
010,body paragraph 2,14,Treefort Music Fest 2025 supported 128799 jobs.
010,body paragraph 2,15,"It also made about $4.7 million in labor income, and made roughly $15.8 million across Idaho."
010,body paragraph 2,16,The report said it made about $1.4 million in taxes.
010,body paragraph 2,17,"These figures show that money from festivalds also comes from hotels, restaurants, and transport."
010,body paragraph 2,18,Festivals get attention from leaders who want to make tourism stronger.
010,body paragraph 2,19,"So, the argument is stronger when the benefits can reach local workers and businesses."
010,body paragraph 2,20,"So, festivals that make both the music scene and also the economy stronger has stronger public support."
010,body paragraph 3,21,Music festivals face many problems.
010,body paragraph 3,22,"Leah Thomas (2023) shows that even a well-known festival such as Coachella needs many systems for trash, and reducing plastic pollution needs policy changes."
010,body paragraph 3,23,"In addition, Jim Ottewill (2026) reports that festivals discussed in the UK Parliament generate 25,800 tonnes of waste, 22,876 tonnes of CO2, and use 185 million litres of water every year."
010,body paragraph 3,24,"The same article offers evidence that improvement is possible: Massive Attack's 2024 Act 1.5 event reduced energy-related greenhouse gas emissions by 98 percent and made an 89 percent recycling rate (Ottewill, 2026)."
010,body paragraph 3,25,"Money is also part of the problem, since Oliver (2026) notes that many independent festivals are struggling to survive."
010,body paragraph 3,26,"So, festivals should be judged not only by their lineups but also by how seriously organizers address waste, transport, and long-term viability."
010,conclusion,27,"In conclusion, I think people should go to music festivals."
010,conclusion,28,That's because music festivals can bring so much fun.
010,conclusion,29,"Don't worry about the pollution, just clean it up!"
010,references,30,"Crossgrove Fry, V. (2025). *The economic impact of Treefort 2025*. Idaho Policy Institute, Boise State University. https://www.boisestate.edu/sps-ipi/wp-content/uploads/sites/125/2025/08/Economic-Impact-of-Treefort-2025.pdf"
010,references,31,"Ottewill, J. (2026, February 2). *“Festivals generate 25,800 tonnes of waste, 22,876 tonnes of CO2 and use 185 million litres of water annually”: How Massive Attack set a new benchmark for the future of sustainable live music events*. *MusicRadar*. https://www.musicradar.com/artists/festivals-generate-25-800-tonnes-of-waste-22-876-tonnes-of-co2-and-use-185-million-litres-of-water-annually-how-massive-attack-set-a-new-benchmark-for-the-future-of-sustainable-live-music-events"
010,references,32,"Thomas, L. (2023, April 21). *Can a music festival ever be truly sustainable?* *Vogue*. https://www.vogue.com/article/can-a-music-festival-ever-be-sustainable"
